name,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_is_superhost2,host_identity_verified2,has_availability2,instant_bookable2,Borough
A Chic Harlem stay,50%,85%,7.0,7.0,t,Harlem,40.82172,-73.94351,2,1.0,1.0,$38.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,0,125,4,0,0,4.5,4.5,4.25,4.75,4.75,4.5,4.0,8,0,8,0,0.08,0,0,1,0,Manhattan
Large 1 Bedroom in Astoria/Long Island City!,50%,,2.0,2.0,t,Astoria,40.76956,-73.93204,1,1.0,1.0,$90.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,27,57,87,362,19,0,0,4.63,4.83,4.37,4.94,4.89,4.17,4.33,2,0,2,0,0.45,0,0,1,1,Queens
Cozy 1 Bedroom with Queen bed,50%,,2.0,2.0,t,Astoria,40.76845,-73.9342,1,1.0,1.0,$62.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,27,57,87,177,30,0,0,4.5,4.7,4.4,4.7,4.6,4.7,4.57,2,0,2,0,0.56,0,0,1,1,Queens
Beautiful One bedroom in Midtown Manhattan,98%,80%,50.0,50.0,t,Murray Hill,40.74814,-73.97585,3,1.0,1.0,$170.00 ,60,90,60.0,60.0,90.0,90.0,60.0,90.0,23,53,83,358,1,0,0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,83,73,0,0,0.04,0,1,1,0,Manhattan
Renovated Modern Home Perfect for a Family,100%,94%,11.0,11.0,t,Windsor Terrace,40.65865,-73.9767,8,3.0,5.0,$514.00 ,5,365,5.0,5.0,365.0,365.0,5.0,365.0,0,0,27,86,20,12,0,5.0,5.0,4.89,5.0,4.95,5.0,4.89,3,3,0,0,0.39,1,1,1,0,Brooklyn
"Carroll Gardens Brooklyn, Sunny and Modern Triplex",100%,60%,1.0,1.0,t,Gowanus,40.68126,-73.98912,8,4.0,15.0,$475.00 ,7,1125,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,9,284,8,4,1,4.75,4.88,4.5,5.0,4.75,4.88,4.63,1,1,0,0,0.16,0,1,1,0,Brooklyn
Spacious and bright room with working table,80%,54%,3.0,3.0,t,East Flatbush,40.65333,-73.94556,2,1.0,1.0,$45.00 ,30,400,30.0,30.0,400.0,400.0,30.0,400.0,5,20,50,140,25,2,0,4.92,4.96,4.76,5.0,4.96,4.29,4.88,3,1,2,0,0.47,0,0,1,0,Brooklyn
Harlem Art Apartment,100%,100%,1.0,1.0,t,Harlem,40.80504,-73.94998,4,1.0,1.0,$183.00 ,30,120,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,4,28,303,5,2,0,5.0,4.8,4.8,5.0,5.0,4.4,5.0,1,1,0,0,0.1,0,0,1,1,Manhattan
Spacious studio in midtown Manhattan,98%,80%,50.0,50.0,t,Murray Hill,40.75035,-73.97553,1,,1.0,$135.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,23,53,83,358,9,4,0,4.44,4.78,4.44,4.89,4.89,4.89,4.56,83,73,0,0,0.27,0,1,1,0,Manhattan
Large bright friendly bedroom apartment,0%,,1.0,1.0,t,Bensonhurst,40.60755,-73.99155,2,1.0,1.0,$89.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,5,0,0,4.2,4.6,4.4,4.4,4.4,4.6,4.4,1,0,1,0,0.1,0,1,1,0,Brooklyn
Sun kissed Apartment in West Village,33%,62%,7.0,7.0,t,West Village,40.73402,-74.00654,3,1.0,1.0,$165.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,5,19,49,324,2,1,0,4.0,3.5,3.5,4.0,4.0,5.0,4.5,7,7,0,0,0.08,0,1,1,0,Manhattan
Spacious 2 Beds By St.Barnabas Hospital/Fordham U!,100%,71%,2.0,2.0,t,Tremont,40.84622,-73.89334,4,1.0,2.0,$50.00 ,2,400,2.0,2.0,400.0,400.0,2.0,400.0,0,2,32,307,55,0,0,4.67,4.82,4.76,4.67,4.89,4.2,4.69,2,0,2,0,1.03,1,1,1,0,Bronx
MODERN 3 BEDROOM APT IN THE HEART OF BROOKLYN,100%,100%,1.0,1.0,t,Brooklyn Heights,40.70114,-73.9919,7,3.0,3.0,$325.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,5,13,38,200,122,0,0,4.55,4.73,4.64,4.83,4.79,4.93,4.63,1,1,0,0,2.27,0,1,1,0,Brooklyn
"Great, light filled room with ensuite private bath",100%,100%,2.0,2.0,t,Williamsburg,40.70734,-73.9416,2,1.0,1.0,$95.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,3,0,0,4.67,5.0,4.67,5.0,5.0,5.0,5.0,2,0,2,0,0.06,1,1,1,0,Brooklyn
Private Suite in Classic Brooklyn Brownstone,100%,100%,1.0,1.0,t,Brooklyn Heights,40.69159,-73.99595,3,1.0,1.0,$197.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,4,7,34,207,129,22,2,4.92,4.91,4.96,4.96,4.97,4.97,4.77,1,1,0,0,4.25,1,1,1,0,Brooklyn
Two Bedroom Apartment in Midtown West,49%,63%,175.0,175.0,t,Hell's Kitchen,40.76411,-73.99371,3,2.0,,$140.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,6,29,59,334,2,1,0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,175,175,0,0,0.16,0,1,1,0,Manhattan
Charming 2brs w/ private garden in Carroll Gardens,100%,0%,0.0,0.0,t,Gowanus,40.6774,-73.99188,3,2.0,2.0,$140.00 ,60,1125,60.0,60.0,1125.0,1125.0,60.0,1125.0,0,0,0,186,2,0,0,3.0,3.0,3.0,4.5,4.0,3.5,3.0,2,2,0,0,0.05,0,1,1,0,Brooklyn
Private Bedroom in Manhattan,90%,56%,1.0,1.0,t,Roosevelt Island,40.76355,-73.94848,2,1.0,1.0,$110.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,20,48,78,353,70,9,2,4.96,4.94,4.83,4.99,4.97,4.94,4.9,1,0,1,0,1.5,0,1,1,0,Manhattan
GRDN 2BD Sleeps 6 NearTrain☆Mins toNYC KidFriendly,100%,100%,1.0,1.0,t,Bushwick,40.69454,-73.93029,6,2.0,5.0,$170.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,134,26,0,0,4.96,5.0,4.92,4.92,5.0,4.85,4.92,2,2,0,0,1.27,1,1,1,0,Brooklyn
Bronx Wakefield Large Furnished Room,100%,0%,1.0,1.0,t,Wakefield,40.8874,-73.86499,2,1.0,1.0,$60.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,2,32,62,337,46,0,0,4.8,4.76,4.78,4.93,4.87,4.47,4.71,1,0,1,0,0.98,0,0,1,0,Bronx
Private Bedroom in Trendy Williamsburg Loft,100%,96%,4.0,4.0,t,Williamsburg,40.71733,-73.95445,1,1.0,1.0,$60.00 ,14,1125,14.0,14.0,1125.0,1125.0,14.0,1125.0,0,0,0,0,144,14,0,4.61,4.74,4.58,4.87,4.9,4.98,4.74,4,1,3,0,3.36,1,1,1,0,Brooklyn
Minutes from JFK airport and famous mall,100%,67%,2.0,2.0,t,Rosedale,40.65309,-73.73925,1,1.0,1.0,$49.00 ,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,2,32,121,61,0,0,4.85,4.9,4.89,4.93,4.93,4.68,4.93,2,0,2,0,1.24,0,0,1,0,Queens
Beautiful private room in convenient location,100%,100%,2.0,2.0,t,Ozone Park,40.6755,-73.855,1,1.0,1.0,$35.00 ,7,90,7.0,30.0,1125.0,1125.0,10.8,1125.0,0,0,0,0,14,2,1,4.79,4.92,4.93,5.0,5.0,4.23,4.85,2,0,2,0,0.27,0,1,1,1,Queens
"Private, cute, and cozy room close to the subway",100%,100%,2.0,2.0,t,Ozone Park,40.67545,-73.85689,1,1.0,1.0,$35.00 ,7,90,7.0,30.0,1125.0,1125.0,10.8,1125.0,0,0,0,0,22,1,0,4.73,4.86,4.77,4.8,4.86,4.65,4.7,2,0,2,0,0.42,0,1,1,1,Queens
Artists studio,100%,100%,1.0,1.0,t,Kensington,40.63457,-73.96776,1,,1.0,$59.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,186,15,0,0,4.53,4.87,4.93,4.67,4.73,4.6,4.6,1,0,1,0,0.52,0,1,1,0,Brooklyn
Beautiful studio in midtown Manhattan,98%,80%,50.0,50.0,t,Murray Hill,40.74831,-73.97672,2,,1.0,$135.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,23,53,83,358,3,3,1,4.33,4.33,4.0,4.67,4.33,4.67,4.0,83,73,0,0,3.0,0,1,1,0,Manhattan
"Huge Brooklyn Brownstone Living, Close to it all.",100%,93%,7.0,7.0,t,Bedford-Stuyvesant,40.69142,-73.95519,4,2.0,4.0,$98.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,0,1,0,0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3,0,3,0,0.02,1,1,1,0,Brooklyn
Beautiful Brooklyn Apartment in Prospect Heights!,100%,95%,1.0,1.0,t,Prospect Heights,40.68117,-73.96996,2,1.0,1.0,$186.00 ,3,28,3.0,3.0,28.0,28.0,3.0,28.0,6,11,11,13,198,8,2,4.95,4.98,4.97,4.95,4.97,4.95,4.89,1,1,0,0,3.86,1,0,1,0,Brooklyn
Luxe Penthouse with Terrace/Upper West Side,100%,,1.0,1.0,t,Upper West Side,40.80011,-73.97178,4,2.0,2.0,$270.00 ,30,30,30.0,30.0,30.0,30.0,30.0,30.0,27,57,87,362,4,0,0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,1,1,0,0,0.1,0,1,1,0,Manhattan
Furnished Studio in Midtown Manhattan,98%,80%,50.0,50.0,t,Murray Hill,40.74835,-73.97736,1,,1.0,$135.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,23,53,83,358,5,2,0,4.4,4.4,4.2,4.2,4.2,5.0,4.4,83,73,0,0,0.1,0,1,1,0,Manhattan
Fabulous studio in midtown Manhattan,98%,80%,50.0,50.0,t,Murray Hill,40.74951,-73.97545,1,,1.0,$135.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,364,4,3,0,3.75,4.0,4.25,5.0,3.75,5.0,3.75,83,73,0,0,0.13,0,1,1,0,Manhattan
Peace in Brooklyn,100%,100%,1.0,1.0,t,Bedford-Stuyvesant,40.68744,-73.92521,4,2.0,4.0,$149.00 ,4,25,4.0,4.0,1125.0,1125.0,4.0,1125.0,5,14,43,318,145,23,4,4.83,4.86,4.85,4.94,4.89,4.7,4.79,1,1,0,0,2.82,1,0,1,0,Brooklyn
"Spacious 1 br Brooklyn apt, w/ large desk/wk space",100%,100%,0.0,0.0,t,Bedford-Stuyvesant,40.695007,-73.945702,2,1.0,1.0,$143.00 ,1,12,3.0,5.0,12.0,12.0,4.1,12.0,0,0,0,0,2,1,1,5.0,5.0,5.0,5.0,5.0,4.0,5.0,1,1,0,0,0.05,0,1,1,1,Brooklyn
Gorgeous studio in midtown Manhattan,98%,80%,50.0,50.0,t,Murray Hill,40.74871,-73.97536,1,,2.0,$145.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,29,59,89,364,1,0,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,83,73,0,0,0.02,0,1,1,0,Manhattan
Large Private Room in Heart of Diversity.,67%,100%,2.0,2.0,t,Mount Eden,40.84345,-73.91231,2,1.0,2.0,$65.00 ,5,365,5.0,5.0,1125.0,1125.0,5.0,1125.0,2,15,31,306,136,2,0,4.76,4.87,4.82,4.89,4.9,4.68,4.84,1,0,1,0,2.75,0,1,1,1,Bronx
🌤 SUNNY PENTHOUSE 🚶WALK TO MAIN ST FLUSHING🚶‍♀️,100%,100%,10.0,10.0,t,Flushing,40.75987,-73.82287,6,2.0,3.0,$125.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,32,62,337,3,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9,9,0,0,0.12,1,1,1,1,Queens
Seaside Nest #SeasideNestNYC,100%,96%,1.0,1.0,t,Arverne,40.58956,-73.80077,6,2.0,3.0,$249.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,26,47,77,351,105,26,2,4.96,4.98,4.86,5.0,5.0,4.99,4.91,1,1,0,0,2.84,1,1,1,0,Queens
Sunny duplex w/outdoor space & easy train access,100%,100%,2.0,2.0,t,Sunset Park,40.65513,-74.0043,4,2.0,2.0,$150.00 ,30,35,30.0,30.0,35.0,35.0,30.0,35.0,0,0,0,0,7,0,0,5.0,5.0,5.0,5.0,5.0,4.86,5.0,1,1,0,0,0.18,0,0,1,1,Brooklyn
Luxurious studio near NYU Hospital,98%,80%,50.0,50.0,t,Murray Hill,40.74865,-73.97524,1,,1.0,$135.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,4,21,51,326,12,3,0,4.83,4.92,4.83,4.83,4.67,4.75,4.67,83,73,0,0,0.24,0,1,1,0,Manhattan
Splendid studio in midtown Manhattan,98%,80%,50.0,50.0,t,Murray Hill,40.7483,-73.97607,1,,1.0,$135.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,29,59,89,364,4,2,0,5.0,5.0,4.75,4.0,4.0,5.0,4.5,83,73,0,0,0.09,0,1,1,0,Manhattan
Gorgeous 1 Bedroom Apartment/ROOMBA CLEANER,97%,83%,29.0,29.0,t,Upper East Side,40.77293,-73.95581,2,1.0,1.0,$113.00 ,30,360,30.0,30.0,360.0,360.0,30.0,360.0,0,11,41,316,4,0,0,4.75,4.75,5.0,4.75,4.5,4.75,4.25,30,30,0,0,0.1,0,1,1,0,Manhattan
"Sunny, private room !Sheepshead Bay Area.",100%,82%,1.0,1.0,t,Sheepshead Bay,40.60027,-73.96046,1,1.0,1.0,$63.00 ,4,31,4.0,31.0,31.0,31.0,11.6,31.0,0,0,30,305,56,6,0,4.93,4.98,4.96,4.98,4.95,4.67,4.93,1,0,1,0,1.29,1,1,1,0,Brooklyn
Honda,80%,100%,7.0,7.0,t,East Flatbush,40.66263,-73.93472,2,1.0,1.0,$99.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,365,14,4,0,4.64,4.71,4.86,5.0,5.0,4.64,4.14,7,0,7,0,0.34,0,1,1,1,Brooklyn
Spacious Ocean-Side Studio in Brooklyn w/Parking,100%,100%,1.0,1.0,t,Bath Beach,40.5999,-74.0044,2,,2.0,$127.00 ,2,182,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,104,83,1,1,4.9,4.9,4.92,4.94,4.92,4.83,4.79,1,1,0,0,1.62,1,1,1,0,Brooklyn
Private bedroom in West Soho/West Village,60%,0%,2.0,2.0,t,SoHo,40.72804,-74.00931,1,1.0,1.0,$74.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,19,49,79,169,82,0,0,4.89,4.96,4.91,4.86,4.88,5.0,4.94,2,0,2,0,3.06,0,0,1,0,Manhattan
Flushing Haven (B),60%,40%,3.0,3.0,t,Flushing,40.75533,-73.81193,1,1.0,1.0,$49.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,1,3,33,122,63,1,1,4.41,4.59,4.52,4.66,4.72,4.55,4.53,3,0,3,0,1.17,0,0,1,0,Queens
Private bedroom in a quiet and safe neighborhood,100%,33%,0.0,0.0,t,Gravesend,40.60878,-73.97264,2,1.0,1.0,$41.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,120,1,0,4.79,4.85,4.8,4.79,4.89,4.68,4.78,2,0,1,1,3.08,0,1,1,0,Brooklyn
Sweet Home Away from Home - 1 Bedroom Apt,80%,87%,1.0,1.0,t,Glendale,40.70393,-73.89412,2,1.0,1.0,$99.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,5,10,37,37,102,16,2,4.85,4.88,4.62,4.94,4.94,4.83,4.83,1,1,0,0,1.94,0,0,1,0,Queens
Studio apartment close to Central Park,100%,86%,3.0,3.0,t,Upper East Side,40.76521,-73.96553,3,1.0,2.0,$135.00 ,30,360,30.0,30.0,1125.0,1125.0,30.0,1125.0,1,1,28,118,125,9,1,4.73,4.79,4.76,4.9,4.9,4.98,4.58,3,3,0,0,2.51,1,1,1,0,Manhattan
CHARMING STUDIO HALF BLOCK TO CENTRAL PARK UWS,100%,82%,32.0,32.0,t,Upper West Side,40.785206,-73.970085,3,,1.0,$129.00 ,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,217,3,1,0,4.67,4.0,4.67,5.0,5.0,5.0,5.0,31,31,0,0,0.06,0,1,1,0,Manhattan
Beautiful Bright bedroom with private bathroom,70%,27%,3.0,3.0,t,Williamsburg,40.71193,-73.94292,2,1.0,1.0,$86.00 ,4,30,4.0,4.0,30.0,30.0,4.0,30.0,1,2,32,299,25,9,1,4.91,4.91,4.91,4.96,4.91,4.91,4.87,2,0,2,0,0.5,0,1,1,0,Brooklyn
Traveler's Cabin,100%,100%,1.0,1.0,t,Long Island City,40.76504,-73.9315,2,1.0,1.0,$170.00 ,7,90,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,0,0,0,4,0,0,4.75,4.75,4.75,5.0,5.0,5.0,5.0,1,0,1,0,0.07,0,0,1,1,Queens
Elegant  Studio in a great cottage,100%,100%,2.0,2.0,t,Baychester,40.873,-73.84305,2,1.0,1.0,$85.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,19,43,68,158,111,18,3,4.77,4.88,4.89,4.98,4.91,4.68,4.77,2,2,0,0,2.37,0,0,1,1,Bronx
Lovely one bedroom suite in midtown manhattan,98%,80%,50.0,50.0,t,Murray Hill,40.74861,-73.97712,3,1.0,2.0,$155.00 ,60,90,30.0,60.0,1125.0,1125.0,51.5,1125.0,30,60,90,365,2,1,0,4.0,4.5,3.5,4.5,4.0,5.0,4.5,83,73,0,0,0.08,0,1,1,1,Manhattan
Furnished one bedroom in midtown Manhattan,98%,80%,50.0,50.0,t,Murray Hill,40.74853,-73.97542,4,1.0,2.0,$145.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,24,54,84,359,9,1,0,4.89,4.78,4.78,4.67,4.78,5.0,4.44,83,73,0,0,0.24,0,1,1,0,Manhattan
Lovely Caroll Garden 3BRs with large private deck,100%,0%,0.0,0.0,t,Gowanus,40.67729,-73.99016,4,3.0,2.0,$170.00 ,60,700,60.0,60.0,700.0,700.0,60.0,700.0,0,0,0,156,5,0,0,4.8,4.8,4.6,5.0,5.0,4.8,5.0,2,2,0,0,0.1,0,1,1,0,Brooklyn
Stunning 2 Bedroom Apartment,97%,83%,29.0,29.0,t,Upper East Side,40.77128,-73.95581,3,2.0,2.0,$130.00 ,30,360,30.0,30.0,360.0,360.0,30.0,360.0,0,10,40,315,2,0,0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,30,30,0,0,0.06,0,1,1,0,Manhattan
Great spot!Super convinient location and cozy Home,91%,94%,1.0,1.0,t,Gramercy,40.73283,-73.98432,2,1.0,1.0,$145.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,3,12,39,39,185,41,4,4.81,4.88,4.75,4.94,4.98,4.95,4.77,1,1,0,0,3.79,1,1,1,0,Manhattan
One bedroom with private roof,100%,88%,1.0,1.0,t,Bushwick,40.69776,-73.92511,2,1.0,1.0,$100.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,25,55,55,43,4,0,4.78,4.9,4.88,4.9,4.63,4.82,4.77,1,1,0,0,1.16,0,1,1,0,Brooklyn
Cozy Guestroom <C>,60%,40%,3.0,3.0,t,Flushing,40.75385,-73.81091,2,1.0,1.0,$47.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,0,25,55,144,59,1,1,4.34,4.36,4.37,4.75,4.64,4.29,4.49,3,0,3,0,1.31,0,0,1,0,Queens
"One bedroom, spacious in 3 bedrooms 2 baths",100%,60%,2.0,2.0,t,Kew Gardens Hills,40.72052,-73.81048,1,1.0,2.0,$50.00 ,6,150,6.0,6.0,150.0,150.0,6.0,150.0,12,42,71,71,11,4,1,5.0,4.91,5.0,5.0,4.91,4.91,5.0,2,0,2,0,0.29,0,1,1,0,Queens
"Amazing W Village shared living space, prvt bdrm",100%,100%,0.0,0.0,t,West Village,40.73577,-74.00218,2,1.0,1.0,$93.00 ,1,14,1.0,1.0,1125.0,1125.0,1.0,1125.0,13,20,45,311,251,48,7,4.89,4.92,4.7,4.98,4.99,4.99,4.86,1,0,1,0,5.38,1,1,1,1,Manhattan
Cheap cozy room lovely area airport and mall 10min,100%,100%,5.0,5.0,t,Laurelton,40.67171,-73.74716,1,1.0,1.0,$44.00 ,15,31,15.0,15.0,1125.0,1125.0,15.0,1125.0,12,42,72,347,27,9,0,4.44,4.63,4.59,4.85,4.89,4.78,4.52,4,0,4,0,0.74,0,1,1,1,Queens
Modern & Industrial LIC Accomodations,100%,87%,2.0,2.0,t,Long Island City,40.75361,-73.9359,2,1.0,1.0,$259.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,0,3,0,0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,2,0,2,0,0.08,1,0,1,1,Queens
Private Oasis (A),60%,40%,3.0,3.0,t,Flushing,40.7555,-73.81265,2,1.0,1.0,$58.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,89,89,64,0,0,4.31,4.41,4.61,4.78,4.75,4.3,4.53,3,0,3,0,1.37,0,0,1,0,Queens
IDEALLY LOCATED COZY COTTAGE,100%,99%,2.0,2.0,t,Throgs Neck,40.83026,-73.8238,2,,1.0,$99.00 ,1,29,1.0,1.0,29.0,29.0,1.0,29.0,20,41,71,346,432,65,3,4.75,4.86,4.78,4.9,4.85,4.83,4.74,1,1,0,0,8.26,0,1,1,0,Bronx
Roomy! Clean! 2 Bedroom in Bensonhurst- Sleeps 9,100%,96%,7.0,7.0,t,Bensonhurst,40.6056,-73.99929,9,2.0,4.0,$146.00 ,3,29,3.0,3.0,29.0,29.0,3.0,29.0,13,26,49,138,109,18,1,4.88,4.89,4.81,4.93,4.92,4.79,4.81,2,2,0,0,2.2,1,1,1,0,Brooklyn
Brand New Apt Extra Large Room,100%,100%,11.0,11.0,t,Harlem,40.82069,-73.95438,3,1.0,1.0,$46.00 ,5,28,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,0,66,15,1,4.38,4.45,4.18,4.58,4.48,4.53,4.36,5,0,5,0,1.23,0,1,1,1,Manhattan
Home Away from Home—Modern Harlem Apartment,100%,75%,1.0,1.0,t,Harlem,40.82882,-73.94513,3,1.0,2.0,$120.00 ,5,90,5.0,5.0,90.0,90.0,5.0,90.0,18,25,48,48,10,0,0,4.75,5.0,4.75,5.0,5.0,4.63,4.5,1,1,0,0,0.36,0,1,1,0,Manhattan
Charming Brooklyn Townhouse Close to Subways,100%,100%,2.0,2.0,t,Crown Heights,40.66491,-73.95362,5,3.0,2.0,$150.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,0,0,0,2,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.04,0,1,1,0,Brooklyn
A Place of Comfort,100%,95%,1.0,1.0,t,Washington Heights,40.83913,-73.94258,1,1.0,1.0,$61.00 ,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,2,18,108,49,9,1,4.88,4.9,4.96,4.86,4.88,4.8,4.78,1,0,1,0,1.01,0,0,1,0,Manhattan
Cozy Paradise,100%,96%,2.0,2.0,t,Forest Hills,40.71804,-73.84983,2,1.0,2.0,$99.00 ,1,43,1.0,1.0,43.0,43.0,1.0,43.0,0,1,2,2,91,20,3,4.73,4.84,4.77,4.91,4.93,4.92,4.73,2,1,1,0,2.63,1,1,1,0,Queens
Lovely and quiet studio in Bushwick,100%,100%,1.0,1.0,t,Bushwick,40.69614,-73.91173,2,,1.0,$140.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,8,27,57,57,46,34,2,4.69,4.78,4.89,4.84,4.84,4.48,4.66,1,1,0,0,1.75,0,1,1,0,Brooklyn
Workspace Room 2,74%,48%,23.0,23.0,t,Bushwick,40.68626,-73.91576,2,1.0,1.0,$37.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,32,62,337,9,1,0,4.11,4.33,3.89,4.11,4.44,4.44,4.33,23,6,17,0,0.23,0,1,1,0,Brooklyn
Very comfy and only minutes to JFK and famous mall,100%,67%,2.0,2.0,t,Rosedale,40.65191,-73.73882,2,1.0,1.0,$49.00 ,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,33,63,152,65,1,0,4.7,4.92,4.74,4.89,4.97,4.76,4.9,2,0,2,0,1.7,0,0,1,0,Queens
Bushwick Cozy Room available for long term stay,100%,100%,8.0,8.0,t,Bushwick,40.68689,-73.91137,2,1.0,1.0,$71.00 ,1,30,1.0,1.0,1125.0,1125.0,1.0,1125.0,30,60,90,180,62,18,2,4.68,4.85,4.73,4.97,4.97,4.82,4.82,8,1,7,0,1.17,0,1,1,0,Brooklyn
Sunny Bedroom Steps to Subway & Central Park,100%,100%,1.0,1.0,t,East Harlem,40.79681,-73.94515,2,1.0,1.0,$79.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,28,58,333,92,1,0,4.79,4.93,4.78,4.93,4.96,4.66,4.82,1,0,1,0,1.86,0,1,1,1,Manhattan
Large Clean Safe Private Bedroom by Lehman College,100%,100%,1.0,1.0,t,Kingsbridge,40.87063,-73.8983,1,1.0,1.0,$41.00 ,30,90,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,13,102,35,5,0,4.91,4.85,4.71,4.82,4.79,4.71,4.85,1,0,1,0,0.96,1,1,1,0,Bronx
DÉRIVE STAYS- BROOKLYN NOOK w/ RETRO OUTDOOR PATIO,100%,100%,1.0,1.0,t,East New York,40.67139,-73.87767,4,1.0,3.0,$118.00 ,5,7,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,0,0,130,15,2,4.82,4.91,4.78,4.95,4.98,4.5,4.81,1,1,0,0,2.77,0,1,1,1,Brooklyn
Brooklyn Spacious Hip+Cosy Room in 2 bdr apartment,100%,83%,1.0,1.0,t,Bensonhurst,40.61799,-73.99108,2,1.0,1.0,$78.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,11,41,70,70,43,9,1,5.0,4.98,4.79,5.0,5.0,4.79,4.93,1,0,1,0,1.46,1,1,1,0,Brooklyn
"Spacious, light 3BD, big yard, close to all",100%,0%,1.0,1.0,t,Castleton Corners,40.61191,-74.13529,5,3.0,3.0,$185.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,0,12,42,317,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.03,0,1,1,0,Staten Island
