host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_is_superhost2,host_identity_verified2,has_availability2,instant_bookable2,dmy_Hotel room,dmy_Private room,dmy_Shared room,Borough
90%,29%,1.0,1.0,t,Gramercy,40.73765,-73.98275,2,1.0,1.0,$68.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,21,42,72,347,56,1,1,4.91,4.84,4.85,4.94,4.96,4.9,4.75,1,0,0,1,0.71,0,1,1,0,0,0,1,Manhattan
100%,90%,2.0,2.0,t,Sunset Park,40.66246,-73.9933,1,,1.0,$85.00 ,10,180,10.0,10.0,180.0,180.0,10.0,180.0,2,11,12,146,4,4,0,4.75,5.0,4.25,5.0,5.0,5.0,4.75,3,3,0,0,1.9,1,1,1,0,0,0,0,Brooklyn
100%,,2.0,2.0,t,Washington Heights,40.85521,-73.93168,4,2.0,3.0,$75.00 ,31,160,30.0,31.0,160.0,160.0,30.3,160.0,0,16,46,46,4,0,0,4.33,4.33,4.33,4.67,5.0,5.0,4.67,2,1,1,0,0.09,0,1,1,0,0,0,0,Manhattan
100%,88%,2.0,2.0,t,Financial District,40.70419,-74.01127,2,1.0,1.0,$135.00 ,2,90,2.0,2.0,1125.0,1125.0,2.0,1125.0,3,3,32,212,168,23,6,4.98,4.96,4.92,5.0,4.99,4.95,4.91,2,1,1,0,3.33,1,1,1,0,0,1,0,Manhattan
100%,100%,1.0,1.0,t,South Slope,40.6658,-73.98555,4,1.0,3.0,$162.00 ,2,1125,2.0,3.0,1125.0,1125.0,2.0,1125.0,4,8,35,153,187,44,6,4.89,4.94,4.9,4.97,4.98,4.98,4.82,1,1,0,0,2.47,1,1,1,0,0,0,0,Brooklyn
94%,99%,52.0,52.0,t,Greenpoint,40.72756,-73.9407,5,2.0,1.0,$159.00 ,30,330,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,16,16,257,15,3,0,4.79,4.92,4.93,5.0,4.93,4.54,4.54,46,45,0,0,0.26,0,1,1,0,0,0,0,Brooklyn
85%,59%,5.0,5.0,t,Richmond Hill,40.69579,-73.83174,1,1.0,1.0,$50.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,3,33,63,338,24,2,1,4.96,4.96,5.0,5.0,4.91,4.86,5.0,5,0,5,0,0.36,1,1,1,0,0,1,0,Queens
0%,0%,1.0,1.0,t,Williamsburg,40.71268,-73.95693,2,1.0,1.0,$120.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,8,25,300,21,0,0,4.94,4.94,4.83,4.94,5.0,4.94,4.78,1,1,0,0,0.26,0,1,1,0,0,0,0,Brooklyn
50%,75%,0.0,0.0,t,Harlem,40.81568,-73.94912,1,1.0,1.0,$40.00 ,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,16,39,202,105,0,0,4.55,4.57,4.5,4.73,4.69,4.49,4.6,1,0,1,0,1.73,0,1,1,1,0,1,0,Manhattan
76%,100%,2.0,2.0,t,DUMBO,40.70264,-73.98808,6,2.0,3.0,$335.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,4,11,16,256,260,38,1,4.61,4.67,4.54,4.68,4.74,4.91,4.49,2,2,0,0,3.27,0,1,1,1,0,0,0,Brooklyn
100%,100%,1.0,1.0,t,Greenpoint,40.72724,-73.94208,1,1.0,1.0,$35.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,30,120,84,2,1,4.73,4.78,4.5,4.85,4.89,4.76,4.76,1,0,1,0,1.79,0,1,1,0,0,1,0,Brooklyn
100%,89%,8.0,8.0,t,Flushing,40.74537,-73.83252,2,1.0,1.0,$58.00 ,1,1125,1.0,1.0,1125.0,1125.0,1.0,1125.0,21,45,75,75,272,14,0,4.44,4.6,4.52,4.75,4.71,4.51,4.57,8,0,8,0,3.4,0,1,1,0,0,1,0,Queens
100%,0%,1.0,1.0,t,Midtown,40.75758,-73.96519,2,,1.0,$200.00 ,4,1125,4.0,4.0,1125.0,1125.0,4.0,1125.0,0,0,0,242,105,0,0,4.87,4.92,4.87,4.94,4.96,4.96,4.82,1,1,0,0,1.69,1,1,1,0,0,0,0,Manhattan
86%,20%,2.0,2.0,t,East Flatbush,40.6575,-73.92244,1,1.0,1.0,$27.00 ,30,130,30.0,30.0,130.0,130.0,30.0,130.0,0,2,32,307,10,0,0,4.7,4.9,4.6,5.0,5.0,4.8,4.9,3,0,3,0,0.31,0,1,1,0,0,1,0,Brooklyn
100%,76%,43.0,43.0,t,Upper East Side,40.77375,-73.95215,3,,2.0,$99.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,16,16,20,189,18,2,0,4.83,4.72,4.78,4.72,5.0,4.94,4.11,44,42,2,0,0.35,0,1,1,0,0,0,0,Manhattan
100%,100%,1.0,1.0,t,West Village,40.73478,-74.00734,2,1.0,2.0,$275.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,0,0,3,184,269,47,3,5.0,4.99,4.99,5.0,4.99,5.0,4.93,1,1,0,0,5.23,1,1,1,0,0,0,0,Manhattan
100%,71%,8.0,8.0,t,University Heights,40.85477,-73.91597,2,1.0,1.0,$56.00 ,2,8,2.0,2.0,8.0,8.0,2.0,8.0,15,15,15,15,139,16,1,4.47,4.73,4.37,4.63,4.75,4.25,4.51,4,0,4,0,1.81,0,1,1,0,0,1,0,Bronx
92%,92%,31.0,31.0,t,Hell's Kitchen,40.76681,-73.98638,4,1.0,2.0,$160.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,4,34,64,339,25,2,1,4.88,4.79,4.5,4.88,4.92,4.92,4.36,32,32,0,0,0.4,0,1,1,0,0,0,0,Manhattan
100%,0%,1.0,1.0,t,Kips Bay,40.74259,-73.97949,4,2.0,2.0,$250.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,23,298,14,0,0,4.86,4.71,4.71,4.86,4.92,4.77,4.64,1,1,0,0,0.19,0,0,1,0,0,0,0,Manhattan
89%,38%,3.0,3.0,t,Williamsburg,40.71136,-73.96113,4,2.0,2.0,$195.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,8,0,0,4.71,5.0,4.29,4.86,5.0,4.86,4.86,2,2,0,0,0.29,0,1,1,0,0,0,0,Brooklyn
100%,68%,2.0,2.0,t,Corona,40.73794,-73.85343,2,1.0,1.0,$46.00 ,2,6,2.0,2.0,6.0,6.0,2.0,6.0,19,46,76,351,60,8,1,4.85,4.8,4.78,4.86,4.93,4.71,4.79,1,0,1,0,0.96,0,1,1,0,0,1,0,Queens
98%,50%,50.0,50.0,t,East Flatbush,40.65941,-73.93545,2,1.0,1.0,$52.00 ,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,1,23,53,328,2,1,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,51,0,51,0,0.03,1,1,1,0,0,1,0,Brooklyn
100%,91%,0.0,0.0,t,Fort Greene,40.69112,-73.9724,2,,1.0,$145.00 ,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,0,0,17,17,89,4,0,4.64,4.83,4.53,4.8,4.85,4.93,4.61,1,1,0,0,1.25,0,1,1,0,0,0,0,Brooklyn
98%,50%,50.0,50.0,t,Far Rockaway,40.59511,-73.75424,2,1.0,1.0,$43.00 ,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,0,9,39,314,4,1,0,5.0,5.0,4.25,5.0,5.0,4.75,5.0,51,0,51,0,0.05,1,1,1,0,0,1,0,Queens
100%,100%,3.0,3.0,t,Astoria,40.7632,-73.92515,6,3.0,6.0,$184.00 ,7,59,7.0,7.0,1125.0,1125.0,7.0,1125.0,0,2,2,127,6,1,0,4.83,5.0,4.83,5.0,5.0,5.0,4.83,1,1,0,0,0.17,0,1,1,1,0,0,0,Queens
90%,50%,3.0,3.0,t,Hell's Kitchen,40.75692,-73.99175,6,2.0,2.0,$349.00 ,31,31,31.0,31.0,31.0,31.0,31.0,31.0,0,0,28,303,6,1,0,5.0,5.0,4.83,4.83,5.0,5.0,5.0,3,2,1,0,0.08,0,1,1,0,0,0,0,Manhattan
0%,63%,1.0,1.0,t,Bushwick,40.69756,-73.90778,2,1.0,1.0,$50.00 ,30,30,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,1,276,161,2,0,4.61,4.83,4.58,4.85,4.56,4.5,4.64,1,0,1,0,2.12,0,1,1,1,0,1,0,Brooklyn
90%,50%,3.0,3.0,t,Hell's Kitchen,40.75676,-73.99284,1,1.0,1.0,$199.00 ,30,1000,30.0,30.0,1000.0,1000.0,30.0,1000.0,0,0,19,19,7,0,0,4.86,5.0,5.0,5.0,4.71,4.86,4.71,3,2,1,0,0.09,0,1,1,0,0,1,0,Manhattan
100%,100%,1.0,1.0,t,Murray Hill,40.74703,-73.98043,3,1.0,,$469.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,26,56,86,176,5,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.07,0,1,1,0,0,0,0,Manhattan
100%,90%,1.0,1.0,t,Park Slope,40.67605,-73.97167,4,2.0,3.0,$180.00 ,2,25,2.0,2.0,25.0,25.0,2.0,25.0,2,3,25,180,189,27,3,4.81,4.88,4.65,4.91,4.86,4.95,4.81,1,1,0,0,2.38,1,1,1,0,0,0,0,Brooklyn
76%,65%,2.0,2.0,t,East Village,40.72655,-73.97775,2,1.0,1.0,$100.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,6,8,35,178,217,25,3,4.87,4.89,4.74,4.87,4.88,4.85,4.83,1,0,1,0,3.19,0,0,1,0,0,1,0,Manhattan
20%,20%,3.0,3.0,t,Ridgewood,40.70835,-73.91158,2,1.0,1.0,$49.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,1,1,219,56,0,0,4.73,4.85,4.8,4.93,4.82,4.49,4.67,3,0,3,0,0.76,0,0,1,0,0,1,0,Queens
100%,96%,34.0,34.0,t,Upper East Side,40.76146,-73.96103,4,2.0,3.0,$190.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,11,1,0,4.27,4.45,4.55,5.0,4.82,4.64,4.18,34,30,4,0,0.14,0,1,1,0,0,0,0,Manhattan
100%,77%,2.0,2.0,t,Bay Ridge,40.63883,-74.0276,4,2.0,2.0,$100.00 ,14,30,14.0,14.0,30.0,30.0,14.0,30.0,0,8,37,100,29,3,0,4.44,4.48,4.44,4.52,4.81,4.56,4.41,2,1,1,0,0.39,0,1,1,0,0,0,0,Brooklyn
100%,96%,1.0,1.0,t,Williamsburg,40.70794,-73.93486,4,,1.0,$239.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,6,11,28,303,46,13,6,4.63,4.78,4.3,4.76,4.91,4.8,4.61,1,1,0,0,0.65,1,1,1,0,0,0,0,Brooklyn
94%,99%,52.0,52.0,t,Greenpoint,40.72547,-73.94073,2,,1.0,$129.00 ,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,3,33,63,338,4,1,1,5.0,5.0,5.0,5.0,5.0,4.75,4.75,46,45,0,0,0.15,0,1,1,0,0,0,0,Brooklyn
100%,89%,8.0,8.0,t,Flushing,40.74537,-73.83252,2,1.0,1.0,$65.00 ,1,90,1.0,1.0,90.0,90.0,1.0,90.0,25,44,74,74,81,4,0,4.63,4.7,4.54,4.89,4.79,4.57,4.67,8,0,8,0,1.04,0,1,1,0,0,1,0,Queens
100%,96%,34.0,34.0,t,Upper East Side,40.76122,-73.96103,3,,,$120.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,15,45,320,21,2,0,4.9,4.81,4.57,4.81,4.95,4.81,4.43,34,30,4,0,0.26,0,1,1,0,0,0,0,Manhattan
50%,,1.0,1.0,t,Prospect Heights,40.67869,-73.96587,1,1.0,1.0,$75.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,9,39,314,1,0,0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,1,0,1,0,0.01,0,1,1,0,0,1,0,Brooklyn
100%,58%,20.0,20.0,t,Fort Greene,40.68827,-73.97701,6,2.0,3.0,$263.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,3,33,63,338,2,1,0,4.5,5.0,5.0,4.5,5.0,4.5,4.5,19,19,0,0,0.06,1,1,1,0,0,0,0,Brooklyn
92%,92%,31.0,31.0,t,Hell's Kitchen,40.76667,-73.98805,4,1.0,2.0,$170.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,25,44,44,189,13,1,0,4.38,4.69,4.85,4.62,4.77,4.85,4.38,32,32,0,0,0.18,0,1,1,0,0,0,0,Manhattan
100%,93%,1.0,1.0,t,DUMBO,40.70408,-73.98645,4,1.0,1.0,$242.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,5,6,18,18,72,7,3,4.83,4.91,4.84,4.85,4.89,4.96,4.81,1,0,1,0,1.11,1,1,1,0,0,1,0,Brooklyn
0%,0%,2.0,2.0,t,East Village,40.72883,-73.98837,3,1.0,2.0,$94.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,2,32,62,337,5,0,0,4.33,4.67,4.33,5.0,5.0,5.0,4.33,2,1,1,0,0.06,0,1,1,0,0,1,0,Manhattan
92%,92%,31.0,31.0,t,Hell's Kitchen,40.76696,-73.98853,4,1.0,2.0,$160.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,24,54,329,16,1,0,4.44,4.5,4.31,4.81,4.94,4.69,4.44,32,32,0,0,0.33,0,1,1,0,0,0,0,Manhattan
100%,100%,0.0,0.0,t,Bedford-Stuyvesant,40.68939,-73.93178,2,1.0,1.0,$85.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,7,0,0,4.5,5.0,5.0,5.0,4.0,4.5,5.0,1,0,1,0,0.09,0,1,1,1,0,1,0,Brooklyn
100%,92%,1.0,1.0,t,Upper East Side,40.76364,-73.95719,2,1.0,,$149.00 ,1,90,1.0,3.0,20.0,90.0,1.3,79.6,3,7,35,310,112,42,5,4.64,4.81,4.65,4.92,4.88,4.88,4.59,2,2,0,0,1.41,1,0,1,0,0,0,0,Manhattan
98%,50%,50.0,50.0,t,East Flatbush,40.65875,-73.93451,2,1.0,1.0,$40.00 ,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,0,22,23,260,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,51,0,51,0,0.03,1,1,1,0,0,1,0,Brooklyn
98%,50%,50.0,50.0,t,East Flatbush,40.66084,-73.93418,2,1.0,1.0,$56.00 ,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,0,0,0,237,5,2,0,4.6,4.6,4.8,5.0,5.0,4.4,4.6,51,0,51,0,0.06,1,1,1,0,0,1,0,Brooklyn
100%,96%,2.0,2.0,t,Park Slope,40.67154,-73.97998,3,1.0,1.0,$187.00 ,3,1125,3.0,3.0,1125.0,1125.0,3.0,1125.0,4,11,40,311,181,36,1,4.77,4.91,4.83,4.96,4.94,4.94,4.7,2,1,1,0,2.55,1,1,1,0,0,0,0,Brooklyn
50%,100%,1.0,1.0,t,Jackson Heights,40.74973,-73.88506,2,1.0,1.0,$69.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,110,0,0,4.75,4.86,4.85,4.8,4.71,4.61,4.74,1,0,1,0,1.5,0,1,1,0,0,1,0,Queens
100%,97%,3.0,3.0,t,East Harlem,40.80712,-73.93898,2,1.0,2.0,$70.00 ,2,29,2.0,2.0,1125.0,1125.0,2.0,1125.0,3,5,16,181,171,9,3,4.84,4.95,4.88,4.98,4.92,4.52,4.88,2,0,2,0,2.25,1,1,1,0,0,1,0,Manhattan
67%,20%,1.0,1.0,t,Williamsburg,40.71499,-73.9599,2,1.0,1.0,$155.00 ,30,120,30.0,30.0,120.0,120.0,30.0,120.0,2,19,49,324,6,0,0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.09,0,1,1,0,0,0,0,Brooklyn
100%,33%,1.0,1.0,t,Little Italy,40.71915,-73.99869,1,1.0,1.0,$88.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,18,48,323,76,1,0,4.84,4.89,4.55,4.85,4.92,4.91,4.87,1,1,0,0,1.71,0,1,1,0,0,0,0,Manhattan
100%,,1.0,1.0,t,Tribeca,40.71911,-74.01088,2,1.0,2.0,"$1,500.00 ",30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,28,58,88,268,64,0,0,4.76,4.84,4.7,4.97,5.0,4.98,4.63,1,1,0,0,0.96,0,1,1,0,0,0,0,Manhattan
100%,96%,34.0,34.0,t,Upper West Side,40.78233,-73.98412,3,1.0,1.0,$155.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,8,38,68,313,14,2,0,4.64,4.93,4.64,5.0,4.93,4.79,4.5,34,30,4,0,0.4,0,1,1,0,0,0,0,Manhattan
100%,98%,2.0,2.0,t,Upper West Side,40.79206,-73.96567,5,3.0,3.0,$350.00 ,3,60,3.0,3.0,60.0,60.0,3.0,60.0,9,11,17,55,75,19,4,4.97,4.96,4.97,4.99,4.97,4.97,4.93,1,0,1,0,2.04,1,1,1,0,0,1,0,Manhattan
100%,53%,1.0,1.0,t,Hell's Kitchen,40.7573,-73.99557,1,1.0,,$79.00 ,5,14,5.0,5.0,14.0,14.0,5.0,14.0,25,36,62,337,5,1,0,3.25,3.5,3.25,4.0,3.75,3.25,3.0,1,0,1,0,0.19,0,1,1,0,0,1,0,Manhattan
100%,100%,2.0,2.0,t,Washington Heights,40.84896,-73.93773,2,1.0,1.0,$69.00 ,5,1125,5.0,5.0,1125.0,1125.0,5.0,1125.0,6,15,44,306,147,12,0,4.7,4.78,4.68,4.77,4.8,4.49,4.7,2,0,2,0,1.88,0,1,1,1,0,1,0,Manhattan
100%,0%,1.0,1.0,t,Upper West Side,40.77313,-73.98024,1,1.0,1.0,$122.00 ,30,30,30.0,30.0,30.0,30.0,30.0,30.0,0,1,1,132,52,0,0,4.96,5.0,4.83,4.98,5.0,4.98,4.86,1,1,0,0,1.47,1,0,1,0,0,0,0,Manhattan
100%,62%,1.0,1.0,t,Jamaica,40.69461,-73.79604,3,1.0,2.0,$75.00 ,9,28,9.0,9.0,28.0,28.0,9.0,28.0,0,7,33,122,25,16,1,4.88,4.8,4.68,5.0,5.0,4.84,4.76,1,1,0,0,0.94,1,0,1,0,0,0,0,Queens
98%,50%,50.0,50.0,t,Far Rockaway,40.5963,-73.75593,2,1.0,1.0,$43.00 ,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,0,30,60,335,8,2,0,4.13,4.75,4.38,4.88,5.0,4.38,4.38,51,0,51,0,0.1,1,1,1,0,0,1,0,Queens
98%,50%,50.0,50.0,t,Far Rockaway,40.59507,-73.75408,2,1.0,1.0,$43.00 ,6,1125,6.0,6.0,1125.0,1125.0,6.0,1125.0,7,8,8,8,10,4,0,4.78,4.56,4.56,4.56,4.78,4.22,4.67,51,0,51,0,0.13,1,1,1,0,0,1,0,Queens
60%,44%,1.0,1.0,t,Clinton Hill,40.69468,-73.96748,3,1.0,2.0,$140.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,10,12,41,316,23,6,0,4.78,4.86,4.59,4.95,4.95,4.86,4.59,1,1,0,0,0.31,0,0,1,0,0,0,0,Brooklyn
100%,50%,1.0,1.0,t,Sunnyside,40.7459,-73.91796,2,1.0,1.0,$93.00 ,30,120,30.0,30.0,120.0,120.0,30.0,120.0,0,19,49,324,4,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,1,0,0,0.75,0,0,1,0,0,0,0,Queens
100%,100%,1.0,1.0,t,Crown Heights,40.67562,-73.95774,4,1.0,2.0,$177.00 ,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,11,28,58,333,198,29,4,4.56,4.68,4.34,4.88,4.87,4.74,4.56,1,1,0,0,2.6,0,1,1,1,0,0,0,Brooklyn
100%,100%,14.0,14.0,t,Upper West Side,40.77277,-73.98571,7,2.0,2.0,"$2,500.00 ",30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,9,0,0,4.89,5.0,5.0,4.78,5.0,5.0,4.78,10,10,0,0,0.13,1,1,1,0,0,0,0,Manhattan
100%,88%,2.0,2.0,t,Financial District,40.70282,-74.00911,4,2.0,2.0,$650.00 ,2,90,2.0,2.0,90.0,90.0,2.0,90.0,0,0,3,3,63,3,0,4.97,4.95,4.87,4.98,4.95,4.85,4.74,2,1,1,0,0.84,1,1,1,0,0,0,0,Manhattan
100%,83%,1.0,1.0,t,Chelsea,40.74346,-73.99668,2,1.0,2.0,$225.00 ,30,60,30.0,30.0,60.0,60.0,30.0,60.0,0,0,0,62,50,3,0,4.96,5.0,4.92,4.94,4.96,4.94,4.88,1,1,0,0,0.63,0,1,1,0,0,0,0,Manhattan
100%,88%,3.0,3.0,t,Bedford-Stuyvesant,40.6811,-73.93643,2,1.0,1.0,$83.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,15,15,172,159,6,0,4.92,4.97,4.92,4.96,4.94,4.55,4.85,1,1,0,0,2.01,1,1,1,0,0,0,0,Brooklyn
97%,37%,7.0,7.0,t,Hell's Kitchen,40.76381,-73.99501,2,1.0,1.0,$79.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,30,60,90,365,1,0,0,0.0,,,,,,,8,8,0,0,0.01,0,1,1,0,0,0,0,Manhattan
94%,99%,52.0,52.0,t,Greenpoint,40.72541,-73.9403,2,,1.0,$129.00 ,30,365,30.0,30.0,1125.0,1125.0,30.0,1125.0,14,44,74,349,7,1,0,4.86,5.0,5.0,5.0,5.0,4.57,4.71,46,45,0,0,0.09,0,1,1,0,0,0,0,Brooklyn
80%,80%,5.0,5.0,t,Upper East Side,40.76941,-73.95113,2,1.0,1.0,$118.00 ,31,1125,31.0,31.0,1125.0,1125.0,31.0,1125.0,0,0,0,0,19,0,0,4.95,4.89,4.53,4.79,4.89,4.84,4.68,1,1,0,0,0.26,0,1,1,0,0,0,0,Manhattan
80%,56%,1.0,1.0,t,Bedford-Stuyvesant,40.68546,-73.95086,2,1.0,1.0,$165.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,5,35,65,340,7,1,0,4.33,4.67,4.67,4.5,4.33,4.5,4.5,1,1,0,0,0.11,0,1,1,0,0,0,0,Brooklyn
100%,83%,4.0,4.0,t,Upper East Side,40.77591,-73.95754,2,1.0,1.0,$225.00 ,3,365,3.0,3.0,1125.0,1125.0,3.0,1125.0,13,25,55,235,66,10,3,4.76,4.86,4.94,4.86,4.63,4.95,4.67,2,1,1,0,0.84,1,1,1,1,0,1,0,Manhattan
100%,100%,14.0,14.0,t,Upper West Side,40.77482,-73.98606,8,2.0,3.0,"$2,000.00 ",30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,29,59,89,364,9,0,0,4.89,5.0,5.0,5.0,5.0,4.33,4.33,10,10,0,0,0.12,1,1,1,0,0,0,0,Manhattan
0%,0%,1.0,1.0,t,Park Slope,40.67762,-73.97537,3,2.0,2.0,$145.00 ,30,90,30.0,30.0,90.0,90.0,30.0,90.0,0,28,58,238,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1,1,0,0,0.03,0,1,1,0,0,0,0,Brooklyn
50%,90%,1.0,1.0,t,Hell's Kitchen,40.76247,-73.99359,2,1.0,1.0,$70.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,0,0,0,3,0,0,4.5,4.5,4.5,4.5,4.5,5.0,5.0,1,0,1,0,0.04,0,1,1,0,0,1,0,Manhattan
100%,,1.0,1.0,t,Financial District,40.71081,-74.00762,2,,1.0,$150.00 ,120,180,120.0,120.0,180.0,180.0,120.0,180.0,0,0,0,206,3,0,0,5.0,5.0,4.0,5.0,4.67,5.0,5.0,1,1,0,0,0.05,0,1,1,0,0,0,0,Manhattan
13%,9%,3.0,3.0,t,Clinton Hill,40.68158,-73.96612,2,,1.0,$100.00 ,182,1125,182.0,182.0,1125.0,1125.0,182.0,1125.0,28,58,88,88,32,2,0,4.66,4.58,4.72,4.9,4.88,4.97,4.55,1,1,0,0,0.88,0,1,1,1,0,0,0,Brooklyn
97%,83%,29.0,29.0,t,Upper East Side,40.77266,-73.95535,2,1.0,1.0,$113.00 ,30,360,30.0,30.0,360.0,360.0,30.0,360.0,28,58,88,363,6,2,0,4.17,4.17,4.33,4.33,4.33,4.33,3.67,30,30,0,0,0.1,0,1,1,0,0,0,0,Manhattan
100%,73%,1.0,1.0,t,Bedford-Stuyvesant,40.68578,-73.92593,2,1.0,2.0,$108.00 ,1,10,1.0,4.0,10.0,10.0,1.2,10.0,2,10,15,15,211,53,3,4.97,4.96,4.96,4.98,4.97,4.69,4.87,1,1,0,0,2.84,1,1,1,0,0,0,0,Brooklyn
92%,92%,31.0,31.0,t,Hell's Kitchen,40.76656,-73.98706,4,,2.0,$165.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,15,290,7,0,0,3.71,4.43,3.86,4.0,4.0,4.29,4.0,32,32,0,0,0.17,0,1,1,0,0,0,0,Manhattan
100%,58%,20.0,20.0,t,Boerum Hill,40.68826,-73.98558,4,2.0,3.0,$219.00 ,30,365,30.0,30.0,365.0,365.0,30.0,365.0,0,0,1,276,7,0,0,4.71,4.86,4.71,4.83,4.71,5.0,4.86,19,19,0,0,0.27,1,1,1,0,0,0,0,Brooklyn
94%,99%,52.0,52.0,t,Greenpoint,40.72706,-73.94038,4,1.0,1.0,$149.00 ,30,180,30.0,30.0,1125.0,1125.0,30.0,1125.0,0,14,44,319,2,0,0,4.5,5.0,5.0,5.0,5.0,4.5,5.0,46,45,0,0,0.04,0,1,1,0,0,0,0,Brooklyn
97%,83%,29.0,29.0,t,Upper East Side,40.77171,-73.95535,3,2.0,2.0,$127.00 ,30,360,30.0,30.0,360.0,360.0,30.0,360.0,0,1,14,289,4,0,0,5.0,5.0,4.75,5.0,4.75,5.0,4.5,30,30,0,0,0.09,0,1,1,0,0,0,0,Manhattan
100%,99%,1.0,1.0,t,Park Slope,40.6662,-73.97799,2,,1.0,$181.00 ,2,1125,2.0,2.0,1125.0,1125.0,2.0,1125.0,6,11,38,313,351,52,7,4.88,4.95,4.89,4.94,4.95,4.99,4.82,1,1,0,0,5.27,1,1,1,1,0,0,0,Brooklyn
80%,43%,3.0,3.0,t,Crown Heights,40.67367,-73.95355,3,1.0,2.0,$129.00 ,30,1125,30.0,30.0,1125.0,1125.0,30.0,1125.0,30,60,90,365,18,0,0,4.89,4.81,4.94,4.75,4.94,4.5,4.75,3,0,3,0,0.23,1,0,1,0,0,1,0,Brooklyn
